exp_num	commit_hash	kp	ki	kd	score	grade	overshoot_pct	rise_time_s	settling_time_s	sse_pct	status	hypothesis
1	15ec996	20.0	0.3	2.0	98.5	A	0.4	0.199	0.316	0.18	keep	第1次，Kd=2.0
